x,y_0,dy_dx_0,y_1,dy_dx_1
-3.71,-0.00038446590383072853,-0.0014149852049196215,0.044623029767742774,-0.0753839384946965
-3.6999999999999997,-0.00039885901386641496,-0.0014638872675603735,0.043867608432603664,-0.07569987446668909
-3.69,-0.00041374872587444266,-0.0015143123667126052,0.04310904133664602,-0.07601309301047983
-3.68,-0.00042915047468054194,-0.0015663015389249082,0.04234735558144112,-0.0763236088834911
-3.67,-0.0004450801098272167,-0.0016198966928309526,0.041582578114503874,-0.07663143814190118
-3.66,-0.0004615539043469286,-0.0016751406193898839,0.040814735716239635,-0.07693659815346982
-3.65,-0.0004785885636346826,-0.0017320770019358164,0.04004385498676606,-0.0772391076101302
-3.64,-0.0004962012344227396,-0.001790750426019755,0.03926996233260847,-0.0775389865403298
-3.63,-0.000514409513849276,-0.0018512063890299265,0.038493083953275234,-0.07783625632110654
-3.62,-0.0005332314586250864,-0.001913491309572512,0.037713245827712044,-0.07813093968988143
-3.61,-0.0005526855942913406,-0.0019776525365974773,0.03693047370064027,-0.07842306075595258
-3.6,-0.0005727909245671903,-0.002043738358252026,0.03614479306878238,-0.07871264501167265
-3.59,-0.0005935669407852706,-0.0021117980104440087,0.03535622916697653,-0.07899971934329157
-3.58,-0.0006150336314104288,-0.002181881685097812,0.03456480695418531,-0.0792843120414477
-3.57,-0.0006372114916403037,-0.0022540405380839577,0.03377055109940027,-0.07956645281128732
-3.56,-0.0006601215330824761,-0.002328326696804129,0.03297348596744867,-0.07984617278219479
-3.55,-0.0006837852935065835,-0.002404793267411946,0.032173635604703224,-0.08012350451711307
-3.54,-0.0007082248466659147,-0.002483494341650314,0.03137102372470291,-0.08039848202143543
-3.53,-0.0007334628121866482,-0.0025644850032847818,0.03056567369368432,-0.08067114075144742
-3.52,-0.0007595223655174799,-0.002647821334113227,0.029757608516034005,-0.08094151762229919
-3.51,-0.0007864272479387762,-0.002733560419530124,0.02894685081966097,-0.08120965101548655
-3.5,-0.0008142017766243903,-0.0028217603536246205,0.02813342284129825,-0.0814755807858193
-3.4899999999999998,-0.0008428708547517454,-0.002912480243790731,0.027317346411737352,-0.08173934826785544
-3.48,-0.0008724599816562751,-0.0030057802148270906,0.026498642941000555,-0.08200099628177805
-3.4699999999999998,-0.0009029952630232956,-0.003101721412504405,0.025677333403458007,-0.08226056913869341
-3.46,-0.0009345034211136139,-0.00320036600657699,0.024853438322894297,-0.08251811264532573
-3.4499999999999997,-0.0009670118050157799,-0.003301777193215703,0.024026977757531418,-0.08277367410808656
-3.44,-0.0010005484009201514,-0.003406019196838109,0.02319797128501441,-0.08302730233649387
-3.43,-0.001035141842407536,-0.0035131572713122767,0.022366437987365845,-0.08327904764591729
-3.42,-0.0010708214207477962,-0.00362325770050919,0.02153239643591604,-0.08352896185962436
-3.41,-0.0011076170951983882,-0.003736387798179976,0.020695864676218406,-0.08377709831010387
-3.4,-0.0011455595033013077,-0.0038526159071314127,0.019856860212951667,-0.08402351183963944
-3.39,-0.001184679971165633,-0.0039720113976756686,0.019015399994823608,-0.08426825880010923
-3.38,-0.0012250105237317465,-0.004094644665327808,0.018171500399478777,-0.08451139705198546
-3.37,-0.001266583895008318,-0.004220587127725011,0.017325177218422076,-0.08475298596250685
-3.36,-0.0013094335382755418,-0.004349911220741046,0.016476445641962278,-0.0849930864029985
-3.35,-0.0013535936362445101,-0.004482690393769566,0.01562532024418891,-0.08523176074531123
-3.34,-0.0013990991111642824,-0.004618999104149642,0.014771814967989157,-0.08546907285735512
-3.33,-0.0014459856348709543,-0.004758912810705145,0.01391594311011242,-0.08570508809769777
-3.32,-0.001494289638765922,-0.004902507966371907,0.013057717306295371,-0.0859398733092014
-3.31,-0.0015440483237159502,-0.005049862009884321,0.01219714951645512,-0.08617349681167054
-3.3,-0.0015952996698664788,-0.005201053356493366,0.011334251009959696,-0.08640602839348194
-3.29,-0.0016480824463550225,-0.005356161387688859,0.010469032350990178,-0.0866375393021694
-3.28,-0.0017024362209188658,-0.00551526643989667,0.0096015033839991,-0.08686810223393449
-3.27,-0.0017584013693831856,-0.005678449792123362,0.008731673219281817,-0.08709779132205517
-3.26,-0.0018160190850203416,-0.005845793652519621,0.007859550218668037,-0.08732668212416374
-3.25,-0.0018753313877699906,-0.00601738114383348,0.0069851419813467,-0.0875548516083652
-3.2399999999999998,-0.0019363811333075274,-0.00619329628772532,0.006108455329835359,-0.08778237813816757
-3.23,-0.001999212021949504,-0.006373623987915687,0.005229496296107191,-0.08800934145619572
-3.2199999999999998,-0.002063868607385426,-0.006558450012137036,0.004348270107885861,-0.088235822666659
-3.21,-0.002130396305222329,-0.006747860972860873,0.003464781175122944,-0.08846190421654489
-3.1999999999999997,-0.0021988414013307533,-0.0069419443067716404,0.002579033076669294,-0.0886876698755094
-3.19,-0.0022692510599786695,-0.007140788252958484,0.0016910285471549904,-0.08891320471443544
-3.18,-0.002341673331741582,-0.007344481829796383,0.0008007694640890552,-0.08913859508263088
-3.17,-0.0024161571611730497,-0.007553114810488639,-9.174316480372365e-05,-0.0893639285836379
-3.16,-0.0024927523942268803,-0.007766777697241017,-0.000986509214000082,-0.08958929404962412
-3.15,-0.002571509785409967,-0.007985561694041698,-0.0018835294523283604,-0.08981478151432953
-3.14,-0.0026524810046600657,-0.00820955867801618,-0.002782805554844581,-0.09004048218453835
